clean_textdisplay,predicted_sentiment,confidence_score
th ga mungkin turun jadi garansi byd nya state of health kalo blm capai th atau ribu km tapi soh baterai di bawah bisa klaim,neutral,0.8998977
"setelah 8 tahun beli baterai baru seharga 100jt masih jauh untungnya dibandingkan beli bensin dan oli mesin selama 8 tahun pemakaian rutin, blm lagi kemudahan",negative,0.98613054
kalau baterai life masih bisa bolak balik jkt bekasi jakarta btw semoga karetx di roda dekat dynamo masih aman dr air ya belum getas krn kalau getas n retak jd korslet maklum jabodetabek itu rawan banjir,neutral,0.65405166
untuk tipikal orang yg malas maintenamce parkir ditempat panas siksa kendaraan terjang genangan dan nunggu e utk isi bensindaya kyknya lebih cocok brio sih,negative,0.9080375
malas maintenance pilih mobil bensin continuously variable transmission brbrsstelah tahun udah jajan seharga bekasnya itu mah,positive,0.9940403
duluan,negative,0.97691935
kenaikan bahan bakar minyak lebih absurd drpada kenaikan tarif dasar listrik blm lagi klo jd korban bensin oplosan,positive,0.7688697
betol oli palsu suku cadangkw juga perlu diitung,positive,0.9942135
dari awal tetap masih relevan byd atto,neutral,0.9551922
mobil electric vehicle jadikan mobil perang pakai sepanjang hari dan sepanjang waktu sampai hbis umur pakainya jdikan mobil kebutuhan bukan pajangan,neutral,0.47433576
setuju bukan buat gagahan apalagi gayaan yaa emang yg buat dipake bgt harian abis anter anak sekolah ngadem aja dimobil tanpa takut bensin abis hehehe,negative,0.9973037
mindset orang indonesia tuh kendaraan kaya harta benda harapan nya bisa dipake sampe puluhan tahun padahal rata rata kendaraan yg lebih dari th udah gak pernah dipake mereka dan biasanya jadi pajangan penyakit banyak ac mati dll,positive,0.99835384
biasanya yg ngomong gini sales electric vehicle,neutral,0.9847056
idenya bagus kalkulasi juga kalau mogok jarang bengkel yang bisa service,negative,0.7238802
anti electric vehicle biasanya sales ice hayoo,neutral,0.9971276
tahun baterai byd sudah kembungbr,positive,0.9961831
karena banyak yg beranggapan begitu oleh mimin sekalian dianggap gak bisa dijual kembali ternyata walaupun gak bisa dijual lagi pun tetap lebih murah overall,negative,0.8725209
ga masalah buat org indonesia palingan setelah thn motor listriknya byd attowan diganti pake mesin carry cc brdah beres jalan lg,negative,0.94288146
jadi setelah habis masa pakai baterai rusak gbs jalan tinggal di buang di kilo mobil nya dan akhirnya jadi ndak punya mobil lagi hahaha atau beli lagi yg baru tapi kok malah lebih mahal ya kalo beli mobil baru lagi nambah jt biaya lagi buat beli mobil listrik baru lagi hmm,positive,0.9988231
byd uda naik harga pass,negative,0.8021867
wahterima kasih insightnya yahhbaru juga publishhahaa,negative,0.9930877
gpp asal jangan turun aja dari produsen bisa nyesekk,positive,0.9988445
endorse y,negative,0.6813345
sayangnya tidakhahaa,positive,0.9960282
klu gue milih bydgk bikin ousing mikirin ganti oli antri bahan bakar minyak,positive,0.9455815
sebenernya kalau gak mau antri tinggal ke spbu swasta,neutral,0.95508075
khusus untuk org kaya ini,neutral,0.96105534
ada kemungkinan mungkin ya setelah thn mobil udah banyak yg ramah lingkungan pake renewable energybrkalo ini kenyataan brio ga bakalan laku dijual kembali ato dijualnya dgn harga yg murah banget,positive,0.55289465
kirain mimin nya pintar ternyata rada rada juga masa brio ada harganya saat dah thn turun depresiasi bratto dibilang setelah thn dikiloin aja atau sumbangin ke org atau jadi tempat santai ber ac kan somplak brharusnya hitung jg dong teknologi otomotif thn lg bahkan tahun lg itu jauh banget bedanya sama skrg gak sama bahkan bs jadi bahan bakar minyak nantinya gak disubsidi lagi atau dikurangin pemerintah soalnya mimin ini pun gak masukin faktor paling penting yakni faktor bahlil yg bisa otak atik etanol yg bisa bikin mesin mobilmotor ancur lebur motor sy aja udah njotan mulu skrg rencana ganti motor electric vehicle aja mobil sering parkir aja pake,positive,0.99368155
yang bikin video sengaja ingin menunjukkan bahwa walaupun seandainya mobil listrik gak bisa dijual lagi pun masih lebih hemat biaya dalam jangka panjang daripada mobil bensin yang bisa dijual dengan harga tinggi sekalipun,negative,0.6787026
lu pintar ternyata lu tlol karena gk menyimak videonya baik,positive,0.99905056
mau dong dibuatkan electric vehicle cocok buat sapa dan tidak cocok buat sapa,positive,0.98437595
asumsi yg salah bang harga brio bekas sudah hancur setelah atto keluar sama spt harga jual alphard bekas ketika denza keluar apalagi nanti bila ada atto bekas pasti ikut,positive,0.9939121
mana ad hancur kk coba ke showrrom tanya aja untuk brio kalau mobil yg mahal seperti alphard semua bakal hancur maklum,positive,0.99838865
wuling wuling airev mau dijual rp jt saja gak ada yg mau,positive,0.8437903
atto adalah mobil terlaris di indonesia di bulan oktober penjualan atto bahkan mengalahkan gabungan avanza dan zenix kalau mereka bisa mempertahankan jangankan brio harga avanza sekonpun bisa ambrol,negative,0.6450259
sepenjual buka harga jt lalu pembeli nawar berapabrgaransi baterai seumur hidup,neutral,0.8522245
tetep aja buat yang hidup di daerah yang blom ada stasiun pengisian kendaraan listrik umum akan lebih cocok mobil bensin,positive,0.60549897
gak harus stasiun pengisian kendaraan listrik umum kan mengisi daya di rumah tinggal tidur semua rumah ada listrik kan plus di semua kota kantor pln pasti udah ada stasiun pengisian kendaraan listrik umum kan,negative,0.73914987
"ya passng listrik baru kan  bisa bro, tinggal datang ke pln setempat. pasang saja 3500 w / 5500 w. dah beres..apalagi kalau rumah mu gede / garasi gede, malah bisa bikin usaha stasiun pengisian kendaraan listrik umum di desa mu kan.. jadi menurut saya, mobi listrik begini malah cocok bagi orang yg rumah nya gede ( norabene rumah di daerah / desa desa kan gede, hanya listrik nya saja mayoritas msh kecil) , daripada orang yg tinggal di kota, yg rumah nya kecil, apalagi yg ndak punya garasi",negative,0.9469544
waduh apa gunanya wuling mobil hybrid yg bisa kilometer bro emang sejauh apa sih jalan di daerahmu wkwkwk,positive,0.9873077
malah utk luar daerah lebih cocok mobil listrik apalagi sumatra yg bbmnya sering langka dan kl bahan bakar minyak ada belinya antrian panjang asalkan di rumah pasang wall charger listrik,negative,0.55580825
gua tinggal di china brdan rata rata mobil listrik brudara di sini yg gua rasain lebih segar mungkin karena tidak terlalu polusibrtapi memang untuk membuat mobil listrik ada yg di korbankanbrkita liat aja ke depan apakah mobil hidrogen bisa mengalahkan electric vehicle,negative,0.87587017
gua liat ada yg komen ngejelekin narasumber ngebelain mobil listrik sama tambang lithium brgampangannya gini aja yang sekarang gembar gemborin electric vehicle sama tambang nikel lithium kalangan siapa udah jelas kan track recordnya kalangan itu kalo ga ngerti kalangan hokage lah wkwk,positive,0.9988977
dan itulah kenapa konoha stop bantuan pemerintah mobil listrik sekarang,positive,0.9978173
he dokter mobil kl gak suka sama mobil electric vehicle gak usah banyak bacot semua videomu slalu menjelekan mobil electric vehicle karna kl electric vehicle pada masanya bengkelmu gak bakalan laku cuma itu ketakutanmu,positive,0.9991677
mana nih pengulas otomotif yg mengagungkan mobil listrik kok gak muncul ada fakta gini wkwkwk,positive,0.9943493
mobil kok baterai situ naik mobil apa mainan becanda mainan,neutral,0.9990183
pemilik bengkel tidak akan merekomendasikan mobil electric vehicle krna electric vehicle jarang di service dan kalaupun service tidak direkomendasikan service di bengkel luar makanya dia tidak suka mobil electric vehicle,positive,0.9991233
karena mobil listrik itu simple minim perawatan service dan bergaransi panjang maka alasan itulah doktor mobil gak akan sependapat dengan hadirnya mobil listrik karena apa karena jasa mereka yg mereka jual sekarang macam tune up ganti oli overhaull matic dll nantinya gak akan laku yahdulu teknology injection juga di hujat di jelekkan katanya kalo mogok susah betulin dll tapi lihat kita tidak akan bisa nolak namanya teknologi akhirnya carburator totaly di tinggalkan skr iniskr era nya electric vehicle bahkan busway aja pakai listrik di luar negeripun sama kedepannya mungkin ada motor drone atau mobil drone mau pakai apa kalo bukan baterai lebih ringan masalah limbah semuanya juga ada limbah baik ice ataupun mobil hybrid kalo ga mau limbah back to the future pakai kudan atau jalan kakibrbrpabrikan eropa yg notabennya fokus pada ramah lingkungan emisi standart euro aja udah buat electric vehicle macam bmw mercedes benz volvo dll come on manupgrade yourself dan sebentar lagi suzuki keluarin evitara di indonesia,positive,0.9982849
kenapa mobilmobil yg sudah tua di indonesia pajaknya masih tinggi ya padahal kalo dijual udah jatuh harganya spt mercy bmw dll,positive,0.9987149
cuma pingin dengar teori asbun soal mobil listrikbrbtw venezuela stock vosil energi terbesar dunia sekarang udah di invasi sama usbrdan tau depan bahan bakar minyak naikbrselamat ya buat para agen mobil jepangbrkalian menyumbang devisit anggaran karna bantuan pemerintah bahan bakar minyak membengkakbrini kan yg kalian mau,positive,0.3479783
aki mobil mobil aja mahalgmna ganti aki mobil sebanyak yg di pake mobil listrik hampir sama harga mobilnya untung blm jadi beli mobil listrik,positive,0.8228323
gue pake bensin biar gak ribet klo mogok,positive,0.34497505
saya karyawan baterai mobil listrik mobil ga butuh kg litiumbrbrcontoh saja baterai yang saya produksi untuk wuling air electric vehicle berat baterai nya sekitar kgbrapakah semua butuh litium kg enggabr wuling air electric vehicle hanya butuh kg litium sisanya besi dan fosfat brbrsemua mobil listrik kandungan litium nya sangat kecil jadi sangat hoax jika mobil membutuhkan kg terimakasih,positive,0.8989638
masih lebih enak mobil bensin spbu ada dimana mana saya pakai shell super dan vpower lagi kisruh terpaksa balik ke pertamax dan pertamax green pas bp sudah ada bp beralih ke bp bp ron belun tersedia jadi pakai pertamax green untuk mobil nya lagi mobil electric vehicle ga ada gas buang tapi merusak alam butuh bahan dari dalam tanah untuk membuat baterai sama seperti baterai hape limbahnya beracun jadi mirip limbah bahan nuklir ini yg ga dimengerti masyarakat indo taunya hemat pengeluaran suara mobil senyap ac bisa di nyalakan tanpa mesin kendaraan menyala,positive,0.97561455
siapa itu yg mendorong benget ke mobil listrik dia pasti gak pikir panjang dan cuma alat bisnis dimanfaatkan buat pengusaha dunia,positive,0.99758875
orang kaya pasti pilih mobil listrik karena mobil buat pakai habis dan pasti afkir tidak ribet ganti oli air radiator dllnya makanya mereka pilih mobil listrik,negative,0.9795808
mobil listrik sangat hemat dan biaya costnya rendah dan negara sangat di untungkan dg penghematan apbn dan bengkel konvensional pasti berdampak lesu secara ekonomi nya,negative,0.9898865
alhamdulillah wa syukrulillah brakhirnya di jelaskan juga secara terperinci mengenai efek dan amdal mengenai evbrternyata selama ini hanya gimmick pamer teknologi untuk memperkaya golongan brkasian bumi banyak yang melubangi hanya demi ambisi popularitas amp kantong pribadi golongan,negative,0.6066599
harusnya presiden dan pejabat yang amanah harus dengerin podcast ini atw yg sejenisnya dari narsum yg paham lapanganbrstop electric vehicle carbike akan jadi slogan yg penting dimasa depan,negative,0.9734805
jadi sebetulnya mobil electric vehicle atau pun lu pakai kompor listrik yg ramah lingkungan pemusatan dampak lingkungam atau polusi terpusat lebih baik kah,neutral,0.9151729
mobil bahan bakar minyak hidrogen membahayakan atmosfera bumi akan terjadi pemanasan global,neutral,0.99885976
saya tetap pilih electric vehicle,neutral,0.8986007
betul dokter mobil yg ceritakan ku pake mobil listrik hny karena hemat jadi tdk pernah justifikasi ramah lingkungan karena problem nya di tambang bahan pembuatannya,negative,0.9270157
liat tu gara suppor mobil listrik mulai banyak tambang nikel yg merusak lingkungan di indonesia satwa terancam dan raja ampat oun terancam bnyk tmpat bagus bakal rusak gara tmbang yg tntunya buat support mobil listrik,positive,0.9982115
udah lah kalian cerita teknologi gak tau klen dunia ini mau kiamat listrik gak ada lumpuh total,positive,0.99864405
a href tahun buat offsett baterai dan habis tahun ganti baterai brbrdari hasil googling gw nggak ada tuh hasil analisa yg bilang butuh tahun untuk offsett extra emisi dari electric vehicle ratarata bilang kurang dari tahun yang itu tentunya tergantung dari sumber listriknya klo sumber listriknya dari plta itu bahkan bisa sekitar setengah tahun sajabrbrdan ganti baterai tahun klo garansi baterai tahun dari toyota apa artinya bakal rusak setelah itu avanza itu garansi mesin tahun apa setelah tahun bakal ganti mesin ya kagak kan lagian ini apa iya electric vehicle keluaran itu sudah pada mesti ganti baterai ya kagak kanbrbrapalagi sekarang itu electric vehicle sudah ratarata pake lfp yang punya daya tahan yg panjang coba deh cek masa garansi baterai lfp banyak tuh yg jual ratarata garansinya itu tahun atau lebih dan itu garansi baterai tetap bisa menampung energi minimal jadi bukan artinya bakal rusak bahkan tata dan mg berani kasih garansi quotlifetime warrantyquot untuk baterai electric vehicle merekabrbrpersoalan electric vehicle itu cuman satu sih charging station buat perjalanan jauh dan emang klo ini keknya mesti tunggu tesla masuk soalnya cuman tesla yg serius bikin charging station di negara yg mereka masukbrbroh satu lagi hydrogen itu nggak bakal saingin electric vehicle harga hydrogen itu muahall belum lagi distribusinya yg repot apalagi klo mau green hydrogen yg hasil elektrolisis itu muahall amat makanya ratarata hydrogen sekarang itu justru berasal dari pengolahan methane ya sekalian aja pake methane,positive,0.96197826
orang indo tuh pada gak bisa melihat intensi apa ya kok naif nya kebangetan brbriya bener mereka ini praktisi di mobil mesin boleh lu mikir quotwah ini mah takut ladang cuannya turunquot bolehhbrbrcumannbrbrotak loe kan ada miliaran syaraf nih masak kagak bisa berfikir holistik kita kan bisa menilai secara detail harusnya kalo omega di otak loe cukup brbrsedih gw asli mobil listrik memang lagi jor joran make influencer otomotif kan lu bisa lihat konten para influencer itu gak semuanya real tanpa sponsor dong iya dong apa lu bener percaya mereka mereview tanpa sponsor dari pabrikan mobil elektrik di setiap video mereka brbrya kalo gitu good luck aja bro,positive,0.9990258
anda jadi orang kok menghina banget sich brbriya anda boleh mikir bahwa battery electric vehicle tidak bisa jadi alat investasi tapi tidak semua orang harus satu frekuensi dengan anda dong katanya asupan omega anda sudah terpenuhi tapi kok tidak sanggup menghormati perbedaanbrbrtidak semua orang mau ikutan pusing dengan kebijakan menteri bahlil lho pakai battery electric vehicle lebih tenang terhadap kualitas bahan bakar minyak beretanol lho selain itu pakai battery electric vehicle terasa kendaraan premium senyap tanpa suara bahkan tenang tanpa getaran mesinbrbrkatanya asupan omega anda sudah tercukupi,positive,0.9656083
